"id_parcela","Dia","Año","Mes","ciclo_Cuajado","ciclo_Envero","Ciclo_Meseta","Temperatura","Lluvia","pH","Poda","Plaga","GradoBrix","ConteoRacimos","PesoRacimos","Rendimiento","Calidad","vino_Merlot","vino_Cabernet"
1,15,2020,8,0,0,1,10,33,6.9,1,0,24.8,89,1.97,206.11,94.6,1,0
1,15,2020,9,1,0,0,9,31,6.88,1,0,14.6,88,1.96,196.94,97.9,1,0
1,15,2020,9,0,1,0,6.6,39,6.79,1,0,20.6,99,1.69,191.64,99.3,1,0
1,15,2020,9,0,0,1,8.5,38,6.81,1,0,24.2,110,1.49,185.51,94.4,1,0
1,15,2020,10,1,0,0,5.6,42,6.77,1,0,14.8,87,2.12,221.22,92.8,1,0
1,15,2020,10,0,1,0,4,39,6.7,1,0,20.6,94,1.62,173.19,89.2,1,0
1,15,2020,10,0,0,1,5.7,31,6.74,1,0,23.8,117,1.47,208.89,93.5,1,0
1,15,2020,11,1,0,0,7.9,32,6.79,1,0,16.5,105,2.2,280.77,96.3,1,0
1,15,2020,11,0,1,0,12.5,44,6.72,1,0,19.5,109,1.96,265.78,91.4,1,0
1,15,2020,11,0,0,1,7.6,50,6.72,1,0,23.9,115,2.12,298.08,97,1,0
1,15,2020,12,1,0,0,13,40,6.85,1,0,15.4,95,1.93,226.23,90,1,0
1,15,2020,12,0,1,0,8.7,37,6.8,1,0,20.3,116,2.28,303.28,98.8,1,0
1,15,2020,12,0,0,1,13,33,6.86,1,0,23.9,106,2.07,268.69,90.6,1,0
1,15,2021,1,1,0,0,16.3,39,6.94,1,0,14.9,114,1.44,195.29,94.7,1,0
1,15,2021,1,0,1,0,16.4,42,6.97,1,0,20.4,100,1.78,201.99,98.6,1,0
1,15,2021,1,0,0,1,20.3,29,6.7,1,1,23.2,101,1.46,168.02,99.9,1,0
1,15,2021,2,1,0,0,23.9,26,6.7,1,0,15.7,103,1.9,231.16,95.8,1,0
1,15,2021,2,0,1,0,20.1,43,6.82,1,0,20.6,98,1.51,164.78,97.5,1,0
1,15,2021,2,0,0,1,21.6,37,6.97,1,0,22.8,102,1.46,169.56,99.7,1,0
1,15,2021,3,1,0,0,22.3,36,6.63,1,1,15.3,102,1.41,164.33,91.7,1,0
1,15,2021,3,0,1,0,26.9,42,6.57,1,0,19.2,91,1.69,178.18,96.4,1,0
1,15,2021,3,0,0,1,26.5,38,6.79,1,0,23.7,102,1.45,162.91,99.2,1,0
1,15,2021,4,1,0,0,28.4,32,6.88,1,0,15.9,110,1.62,198.03,90.2,1,0
1,15,2021,4,0,1,0,24.2,40,6.78,1,0,20.8,110,1.38,188.72,91.1,1,0
1,15,2021,4,0,0,1,29.4,33,6.92,1,0,24.9,110,1.49,183.05,92.1,1,0
1,15,2021,5,1,0,0,25.7,40,6.73,1,0,15.6,96,1.78,208.06,89.5,1,0
1,15,2021,5,0,1,0,22.6,37,6.82,1,0,18,90,1.53,153.12,94.3,1,0
1,15,2021,5,0,0,1,23.6,39,6.94,1,0,23.8,98,1.73,209.67,97.7,1,0
1,15,2021,6,1,0,0,23.9,32,6.72,1,0,14.8,104,1.94,222.73,93.3,1,0
1,15,2021,6,0,1,0,21.6,33,6.89,1,0,19.6,109,2.35,316.63,92.3,1,0
1,15,2021,6,0,0,1,19.6,28,6.95,0,1,25.4,91,1.52,165.01,97.9,1,0
1,15,2021,7,1,0,0,13.9,31,6.88,1,0,15.2,108,1.71,221.42,98.7,1,0
1,15,2021,7,0,1,0,15.3,29,6.76,0,0,19.9,102,1.58,191.71,92.6,1,0
1,15,2021,7,0,0,1,14.6,31,6.75,1,0,23.4,101,2.15,256.79,93.8,1,0
1,15,2021,8,1,0,0,9.9,30,6.8,1,0,14.8,105,1.62,199.64,90.6,1,0
1,15,2021,8,0,1,0,9.4,30,6.93,1,1,18.7,98,1.73,210.97,91.6,1,0
1,15,2021,8,0,0,1,13.3,43,6.8,1,0,24.4,95,1.92,222.17,88.9,1,0
1,15,2021,9,1,0,0,9.3,36,7.08,1,0,16.9,103,1.7,194.23,94.4,1,0
1,15,2021,9,0,1,0,6.6,38,6.98,1,0,19.9,90,1.91,211.13,99.9,1,0
1,15,2021,9,0,0,1,7.1,30,6.86,1,0,23.5,92,1.55,177.18,88,1,0
1,15,2021,10,1,0,0,6.6,41,6.78,1,0,16.8,103,2.21,272.62,98.1,1,0
1,15,2021,10,0,1,0,8.3,24,6.79,1,0,20.1,119,1.71,248.12,90,1,0
1,15,2021,10,0,0,1,10.4,28,6.79,1,0,23.3,103,1.92,245.71,95.5,1,0
1,15,2021,11,1,0,0,4.4,30,6.94,1,0,14.3,100,1.86,206.79,89.2,1,0
1,15,2021,11,0,1,0,7,35,6.98,1,0,19.6,107,2.15,281.55,98.3,1,0
1,15,2021,11,0,0,1,11.1,46,6.9,1,0,23.2,96,1.64,191.63,91.2,1,0
1,15,2021,12,1,0,0,9.4,31,6.67,1,0,15.5,99,1.95,231.45,94.2,1,0
1,15,2021,12,0,1,0,10.2,33,6.91,1,0,20.9,98,1.94,209.18,88.9,1,0
1,15,2021,12,0,0,1,10,28,6.83,1,0,23,102,2.17,253.82,95.7,1,0
1,15,2022,1,1,0,0,12.1,55,6.84,1,0,16.1,84,1.22,119.39,92.9,1,0
1,15,2022,1,0,1,0,15.2,74,6.78,1,0,19.2,109,1.49,201.68,92.2,1,0
1,15,2022,1,0,0,1,17.5,66,6.85,1,0,24,114,1.61,226.4,92.1,1,0
1,15,2022,2,1,0,0,20.9,67,6.9,1,0,15.1,105,1.55,182.57,89,1,0
1,15,2022,2,0,1,0,25.3,57,6.77,1,0,19.8,102,1.63,188.27,93,1,0
1,15,2022,2,0,0,1,22.8,75,7.01,1,0,24.2,106,1.59,190.73,98.1,1,0
1,15,2022,3,1,0,0,24,70,6.79,1,0,15.6,95,1.42,160.46,92.7,1,0
1,15,2022,3,0,1,0,23.9,74,6.88,1,1,19.4,105,1.67,201.66,93.1,1,0
1,15,2022,3,0,0,1,26.3,71,6.75,1,1,23.5,109,1.33,172.02,90.6,1,0
1,15,2022,4,1,0,0,27.9,56,6.87,1,0,15.8,104,1.6,196.08,91.5,1,0
1,15,2022,4,0,1,0,28.6,78,6.74,1,0,19.8,107,1.68,219.77,93.5,1,0
1,15,2022,4,0,0,1,25,56,6.77,1,0,22.2,111,1.64,205.04,91.9,1,0
1,15,2022,5,1,0,0,24.3,54,6.83,1,0,15.4,108,1.67,222.13,91.4,1,0
1,15,2022,5,0,1,0,22.5,59,6.59,1,0,18.9,99,1.69,198.72,91.1,1,0
1,15,2022,5,0,0,1,21.3,73,6.85,1,0,24.2,105,1.86,217.24,95.9,1,0
1,15,2022,6,1,0,0,19.4,83,6.99,1,0,16.2,119,1.42,195.2,88.1,1,0
1,15,2022,6,0,1,0,20.9,79,6.61,1,0,18.9,93,2,216.9,94.2,1,0
1,15,2022,6,0,0,1,20.4,58,6.84,1,0,21.8,86,1.68,170.61,95.1,1,0
1,15,2022,7,1,0,0,17.5,62,6.83,1,0,16,99,1.56,191.02,92.6,1,0
1,15,2022,7,0,1,0,15.7,57,6.77,1,0,19.8,114,2.11,285.79,92.8,1,0
1,15,2022,7,0,0,1,15.7,61,6.69,1,1,25,104,1.78,211.73,93.3,1,0
1,15,2022,8,1,0,0,10.8,58,6.79,1,0,16.6,113,1.73,217.93,95.5,1,0
1,15,2022,8,0,1,0,13.9,57,6.65,0,0,18.7,111,1.87,228.43,90.5,1,0
1,15,2022,8,0,0,1,10.9,52,6.71,1,1,24.2,103,1.71,213.43,91.4,1,0
1,15,2022,9,1,0,0,5.8,61,6.86,1,0,15.2,91,1.89,204.37,97.2,1,0
1,15,2022,9,0,1,0,8.6,79,6.94,1,0,18.7,91,1.82,193.51,89.2,1,0
1,15,2022,9,0,0,1,6.7,54,6.58,0,0,21.8,102,1.69,202.23,97.5,1,0
1,15,2022,10,1,0,0,5.6,55,6.84,1,0,16.1,99,1.88,206.09,97,1,0
1,15,2022,10,0,1,0,11.4,67,6.81,1,0,18.9,92,1.64,178.04,90.2,1,0
1,15,2022,10,0,0,1,4.8,62,7.01,0,0,23.3,96,2.12,253.62,96.8,1,0
1,15,2022,11,1,0,0,5.9,57,6.78,1,0,14.9,88,1.99,201.31,96.8,1,0
1,15,2022,11,0,1,0,9.7,58,6.98,1,0,21.1,91,1.96,212.97,88.8,1,0
1,15,2022,11,0,0,1,7.5,61,6.86,1,0,22.6,102,1.91,218.8,93,1,0
1,15,2022,12,1,0,0,12.8,57,6.83,1,0,16,90,1.97,215.47,93.4,1,0
1,15,2022,12,0,1,0,11,67,6.69,1,0,19.5,103,2.22,269.6,94.5,1,0
1,15,2022,12,0,0,1,12.6,68,6.92,1,0,22.2,105,2.27,294.33,88.5,1,0
1,15,2023,1,1,0,0,15.5,30,7.03,1,0,17.1,101,1.53,186.32,99.9,1,0
1,15,2023,1,0,1,0,13.3,27,6.69,1,0,19.4,108,1.72,226.05,92.9,1,0
1,15,2023,1,0,0,1,14.5,33,6.64,1,0,22.6,105,1.62,202.61,88.9,1,0
1,15,2023,2,1,0,0,21.1,28,6.87,1,0,15.6,83,1.51,141.28,88.9,1,0
1,15,2023,2,0,1,0,22.2,23,6.88,1,0,20.1,106,1.16,137.55,99.3,1,0
1,15,2023,2,0,0,1,23.5,41,6.7,0,0,23,104,1.84,223.04,89.4,1,0
1,15,2023,3,1,0,0,24.7,37,6.64,1,0,13.9,108,1.54,200.07,96.5,1,0
1,15,2023,3,0,1,0,24.7,48,6.83,1,0,20.9,112,1.3,173.49,92.7,1,0
1,15,2023,3,0,0,1,22.8,30,6.58,1,0,23,96,1.4,163.12,90.3,1,0
1,15,2023,4,1,0,0,27.5,31,6.93,1,0,16.4,103,1.57,197.41,95.2,1,0
1,15,2023,4,0,1,0,25.9,37,7.07,1,0,19.6,104,1.74,202.54,89.4,1,0
1,15,2023,4,0,0,1,27.3,28,6.7,1,0,21.9,106,1.68,204.04,99.1,1,0
1,15,2023,5,1,0,0,21.8,32,6.78,0,0,14.5,113,1.59,206.48,90.5,1,0
1,15,2023,5,0,1,0,20.7,31,6.77,1,0,20.2,106,1.62,201.82,92.2,1,0
1,15,2023,5,0,0,1,23.2,33,7.03,1,0,23.5,102,1.5,178.98,99.6,1,0
1,15,2023,6,1,0,0,24.7,36,7.13,1,0,15.6,101,1.97,218.97,92.6,1,0
1,15,2023,6,0,1,0,19.7,26,6.98,1,0,19.8,94,1.59,170.53,90.1,1,0
1,15,2023,6,0,0,1,22.4,25,6.82,1,0,23.1,95,1.54,178.21,94,1,0
1,15,2023,7,1,0,0,18.8,49,6.88,1,0,15.2,96,1.91,207.3,91.7,1,0
1,15,2023,7,0,1,0,18.9,32,6.67,1,0,18.4,107,1.58,206.07,97.1,1,0
1,15,2023,7,0,0,1,15.3,35,6.83,1,0,24.9,114,2.02,283.08,89.9,1,0
1,15,2023,8,1,0,0,14.4,36,6.66,1,0,15.5,113,2.01,259.83,97.1,1,0
1,15,2023,8,0,1,0,9.5,34,6.82,1,0,20.3,90,2.11,224.26,94.4,1,0
1,15,2023,8,0,0,1,8.8,33,6.71,1,0,23.1,115,2.02,259.06,91,1,0
1,15,2023,9,1,0,0,8.4,39,6.82,1,0,14.7,105,1.85,215.42,89.5,1,0
1,15,2023,9,0,1,0,6.3,29,6.79,0,0,19.2,99,1.9,231.66,97.9,1,0
1,15,2023,9,0,0,1,5,34,6.9,1,0,24,97,1.77,200.08,90.1,1,0
1,15,2023,10,1,0,0,3.9,33,6.64,1,0,16,103,1.54,195.68,96.4,1,0
1,15,2023,10,0,1,0,8.9,31,6.72,1,0,18.3,87,1.81,181.8,90.1,1,0
1,15,2023,10,0,0,1,8.1,34,6.97,1,0,23.5,106,2.13,266.18,92.8,1,0
1,15,2023,11,1,0,0,10.7,40,6.63,1,0,15.5,102,1.82,220.64,90.3,1,0
1,15,2023,11,0,1,0,6.1,32,6.58,1,0,19.7,99,1.99,232.97,93.1,1,0
1,15,2023,11,0,0,1,8.3,34,6.82,1,0,22.9,97,1.63,179.85,88.5,1,0
1,15,2023,12,1,0,0,11,22,6.92,1,0,15,95,1.82,198.04,89.2,1,0
1,15,2023,12,0,1,0,10.8,41,6.76,1,0,18.6,112,2.06,277.16,90.6,1,0
1,15,2023,12,0,0,1,13.2,41,6.91,1,0,22,106,2,259.38,96,1,0
1,15,2024,1,1,0,0,14.4,43,6.66,1,0,15.6,95,1.77,210.06,91.2,1,0
1,15,2024,1,0,1,0,12.5,39,6.85,1,0,18.3,88,1.49,147.67,90.4,1,0
1,15,2024,1,0,0,1,14.1,41,6.99,1,0,22.7,93,1.65,180.57,91.6,1,0
1,15,2024,2,1,0,0,20.3,41,6.94,1,0,16.3,101,1.64,186.72,95.7,1,0
1,15,2024,2,0,1,0,21.3,20,7.04,1,0,19.4,103,1.38,176.73,88.9,1,0
1,15,2024,2,0,0,1,20.8,29,6.81,1,0,22.5,99,1.62,198.49,95.4,1,0
1,15,2024,3,1,0,0,25.8,34,6.89,1,1,16.3,100,1.67,202.2,90.9,1,0
1,15,2024,3,0,1,0,22.3,30,6.75,1,0,21.8,99,1.66,194.84,88.5,1,0
1,15,2024,3,0,0,1,23.7,34,6.87,1,0,22.9,103,1.44,164.27,99.2,1,0
1,15,2024,4,1,0,0,23.3,34,6.77,1,0,15.2,91,1.59,161.41,91,1,0
1,15,2024,4,0,1,0,28.4,33,6.83,1,0,18.1,110,1.78,219.83,88.7,1,0
1,15,2024,4,0,0,1,23.1,35,6.93,1,0,24,98,1.73,197.98,93.4,1,0
1,15,2024,5,1,0,0,24.7,27,6.88,1,0,16.5,126,1.6,241.93,92.7,1,0
1,15,2024,5,0,1,0,26.5,48,6.5,1,0,20.1,103,2.06,261.18,95.7,1,0
1,15,2024,5,0,0,1,24.5,37,6.82,1,0,23.7,108,1.93,237.39,95.6,1,0
1,15,2024,6,1,0,0,20.6,34,6.67,1,0,15.8,117,1.7,232.06,96.3,1,0
1,15,2024,6,0,1,0,19.8,40,6.91,1,0,19.8,104,1.94,252.05,91.2,1,0
1,15,2024,6,0,0,1,19.9,33,6.83,1,0,24.5,105,1.79,217.44,92.1,1,0
1,15,2024,7,1,0,0,15.5,30,6.69,1,0,13.9,99,1.9,216.4,95.7,1,0
1,15,2024,7,0,1,0,16.5,34,7.01,1,0,19.4,87,2.11,228.51,88,1,0
1,15,2024,7,0,0,1,15.5,29,6.93,0,0,23.4,102,2.11,250.44,97.3,1,0
1,15,2024,8,1,0,0,10.3,34,6.78,1,0,15,108,2.04,272.38,93.6,1,0
1,15,2024,8,0,1,0,12,31,6.76,1,0,19.9,104,1.67,202.97,97.3,1,0
1,15,2024,8,0,0,1,10.7,22,6.76,0,0,23.7,109,1.94,240.82,89.2,1,0
1,15,2024,9,1,0,0,8.2,29,6.67,1,0,15.3,91,2.05,224.57,88.4,1,0
1,15,2024,9,0,1,0,3.9,36,6.97,1,0,18.1,93,1.82,188.66,92,1,0
1,15,2024,9,0,0,1,2.8,36,6.76,1,0,22.9,101,2.07,251.05,89.9,1,0
1,15,2024,10,1,0,0,5.7,40,6.64,1,0,16,109,2.09,273.97,94.9,1,0
1,15,2024,10,0,1,0,8.2,39,6.76,1,0,17.2,97,2.2,243.29,96.4,1,0
1,15,2024,10,0,0,1,8,39,6.78,1,0,22.5,103,1.78,210.89,99.6,1,0
1,15,2024,11,1,0,0,8.7,33,6.82,1,0,16.3,103,2.03,233.94,92.1,1,0
1,15,2024,11,0,1,0,6,33,6.73,1,0,18.9,104,1.91,224.18,90.6,1,0
1,15,2024,11,0,0,1,6,36,6.84,1,0,23.6,91,1.89,194.5,91.7,1,0
1,15,2024,12,1,0,0,11.3,30,6.98,1,0,15.8,106,2.25,266.88,90.3,1,0
1,15,2024,12,0,1,0,7.6,30,6.89,1,0,19.5,87,1.87,190.57,92.8,1,0
1,15,2024,12,0,0,1,10.4,44,6.55,1,0,22.9,91,1.99,209.68,93.6,1,0
2,15,2020,1,1,0,0,19.1,49,6.59,1,0,15,118,1.29,140.33,75.4,1,0
2,15,2020,1,0,1,0,16.9,56,6.54,1,0,17.1,111,1.6,183.17,84.4,1,0
2,15,2020,1,0,0,1,12.3,57,6.7,0,0,21.3,111,1.27,138.38,86.8,1,0
2,15,2020,2,1,0,0,21,41,6.52,0,0,14.6,105,1.73,184.02,83.7,1,0
2,15,2020,2,0,1,0,20.3,53,6.7,1,0,19,107,1.26,128.41,84.1,1,0
2,15,2020,2,0,0,1,17.9,42,6.52,1,0,21.4,100,1.81,174.65,84.8,1,0
2,15,2020,3,1,0,0,25.2,34,6.45,1,0,15.3,100,1.65,149.68,79.8,1,0
2,15,2020,3,0,1,0,22.2,56,6.73,1,0,17.8,110,1.98,207.68,81.7,1,0
2,15,2020,3,0,0,1,24.3,51,6.55,1,0,21.8,98,1.74,156.61,77.3,1,0
2,15,2020,4,1,0,0,22.7,47,6.38,1,0,14.8,113,1.67,180.34,79.6,1,0
2,15,2020,4,0,1,0,25.6,47,6.48,1,0,17.1,101,1.34,131.04,77.2,1,0
2,15,2020,4,0,0,1,27.1,42,6.41,1,0,21,110,1.84,192.47,80.7,1,0
2,15,2020,5,1,0,0,25,48,6.44,1,0,15.2,101,1.67,176.85,76.6,1,0
2,15,2020,5,0,1,0,22.4,42,6.4,1,0,17.3,118,2.2,259.9,87.1,1,0
2,15,2020,5,0,0,1,25.2,49,6.52,0,0,21.1,103,1.98,198.77,80.8,1,0
2,15,2020,6,1,0,0,20.9,53,6.61,1,0,15.1,100,1.73,165.22,75.9,1,0
2,15,2020,6,0,1,0,23.4,43,6.48,1,0,18.6,96,1.8,167.76,75.8,1,0
2,15,2020,6,0,0,1,21,45,6.65,1,0,21.7,102,1.79,172.96,86.3,1,0
2,15,2020,7,1,0,0,12.4,50,6.53,0,0,14.2,107,2,220.91,82.4,1,0
2,15,2020,7,0,1,0,14.8,52,6.35,1,0,18,113,1.97,209.44,75.3,1,0
2,15,2020,7,0,0,1,13.9,45,6.52,1,0,21.8,108,1.51,162.7,85,1,0
2,15,2020,8,1,0,0,8.4,29,6.48,1,0,14.4,107,1.76,172.06,82.2,1,0
2,15,2020,8,0,1,0,10.6,47,6.52,0,0,17.7,97,1.77,166.33,78.8,1,0
2,15,2020,8,0,0,1,8.9,40,6.46,1,0,21.1,110,1.95,222.89,82.3,1,0
2,15,2020,9,1,0,0,8.2,44,6.4,0,0,14.1,113,2.02,237.72,79.2,1,0
2,15,2020,9,0,1,0,7,49,6.25,1,1,17.8,112,1.59,161.74,79.1,1,0
2,15,2020,9,0,0,1,6.4,28,6.63,1,0,22.4,95,1.85,172.55,77.9,1,0
2,15,2020,10,1,0,0,7.3,44,6.42,1,0,14.3,102,1.68,171.43,76.5,1,0
2,15,2020,10,0,1,0,7.2,55,6.68,0,0,19.2,97,1.7,154.7,78.7,1,0
2,15,2020,10,0,0,1,4.6,41,6.43,1,0,21.9,97,1.97,176.91,81.5,1,0
2,15,2020,11,1,0,0,7.3,36,6.78,1,1,13.4,116,2.17,248.44,86,1,0
2,15,2020,11,0,1,0,3.8,41,6.43,1,0,17.8,106,1.93,186.01,77.2,1,0
2,15,2020,11,0,0,1,10.3,47,6.54,1,0,21.7,109,2.31,247.76,76.2,1,0
2,15,2020,12,1,0,0,11.1,45,6.53,1,1,14.6,107,1.56,172.48,75.2,1,0
2,15,2020,12,0,1,0,9.5,42,6.58,1,0,17.2,113,2.26,260.15,76.7,1,0
2,15,2020,12,0,0,1,7.7,59,6.4,1,0,22.1,106,1.94,210.81,86.8,1,0
2,15,2021,1,1,0,0,12.4,35,6.48,0,1,13.1,96,1.21,120.83,86.3,1,0
2,15,2021,1,0,1,0,13.4,50,6.39,1,1,18.5,115,1.23,134.77,80.2,1,0
2,15,2021,1,0,0,1,16.2,54,6.55,1,0,22.5,90,1.45,125.34,87.2,1,0
2,15,2021,2,1,0,0,19.6,51,6.51,1,0,14,100,1.38,142.28,83.7,1,0
2,15,2021,2,0,1,0,22.3,44,6.6,1,0,17.4,95,1.72,156.25,87.6,1,0
2,15,2021,2,0,0,1,17.9,50,6.35,1,0,21.2,98,1.66,148.65,87.6,1,0
2,15,2021,3,1,0,0,25.6,43,6.64,1,0,13.6,100,1.69,162.2,87.9,1,0
2,15,2021,3,0,1,0,17.8,31,6.44,1,0,18.3,110,1.62,176.32,76.7,1,0
2,15,2021,3,0,0,1,25,48,6.36,1,0,19.9,107,1.48,145.76,83.8,1,0
2,15,2021,4,1,0,0,23,60,6.51,0,1,13.9,107,1.67,172.83,77,1,0
2,15,2021,4,0,1,0,27.9,44,6.43,1,0,18.2,100,1.74,179.06,82.7,1,0
2,15,2021,4,0,0,1,26.6,38,6.64,1,0,21.2,118,1.66,203.89,75.1,1,0
2,15,2021,5,1,0,0,23.6,37,6.49,1,0,13.8,107,1.8,182.9,85.5,1,0
2,15,2021,5,0,1,0,26.4,41,6.5,1,0,17.7,100,1.48,147.28,83.9,1,0
2,15,2021,5,0,0,1,21.4,39,6.29,1,0,22.1,98,1.75,160.88,77.2,1,0
2,15,2021,6,1,0,0,20.8,40,6.45,1,0,13.7,113,1.42,166.37,81.8,1,0
2,15,2021,6,0,1,0,18,46,6.52,1,0,17.1,112,2.02,236.31,79.8,1,0
2,15,2021,6,0,0,1,18.2,25,6.43,1,0,20.9,96,1.92,176,87.3,1,0
2,15,2021,7,1,0,0,13.4,48,6.37,0,0,14.7,102,1.96,184.37,78,1,0
2,15,2021,7,0,1,0,11.6,42,6.33,1,0,17.3,94,1.7,162.02,85.4,1,0
2,15,2021,7,0,0,1,13.4,38,6.42,1,0,22.4,108,1.77,175.92,87.2,1,0
2,15,2021,8,1,0,0,12,37,6.54,1,0,13.4,102,1.7,172.53,87.6,1,0
2,15,2021,8,0,1,0,9,31,6.66,1,0,17.6,106,1.77,179.92,77.9,1,0
2,15,2021,8,0,0,1,10.4,38,6.52,1,0,21,110,1.88,194.91,81.6,1,0
2,15,2021,9,1,0,0,7.6,52,6.63,1,0,14.1,114,2.35,280.84,83.1,1,0
2,15,2021,9,0,1,0,6.4,31,6.19,1,0,18.4,97,2.03,194.58,81.5,1,0
2,15,2021,9,0,0,1,8.5,39,6.51,1,0,22.1,86,1.73,155.12,75.4,1,0
2,15,2021,10,1,0,0,4.1,41,6.62,1,0,14.5,113,1.78,186.04,81.5,1,0
2,15,2021,10,0,1,0,7.5,40,6.77,1,0,19,109,1.58,175.68,86,1,0
2,15,2021,10,0,0,1,5.3,34,6.66,1,0,21.7,93,1.88,177.62,75.7,1,0
2,15,2021,11,1,0,0,5.7,37,6.51,1,0,13.6,102,1.9,201.43,80.6,1,0
2,15,2021,11,0,1,0,4.9,43,6.42,1,0,17.7,104,1.6,157.84,84.3,1,0
2,15,2021,11,0,0,1,6.9,42,6.53,1,0,20.6,113,1.84,199.41,81.4,1,0
2,15,2021,12,1,0,0,10.6,49,6.78,1,0,13.2,111,2.01,226.52,83.2,1,0
2,15,2021,12,0,1,0,9.7,41,6.48,1,0,17.6,114,1.72,183.23,75.5,1,0
2,15,2021,12,0,0,1,10.9,54,6.39,0,0,22.8,105,1.88,193.26,78.5,1,0
2,15,2022,1,1,0,0,18.1,76,6.57,1,0,13.5,108,1.34,147.57,79.6,1,0
2,15,2022,1,0,1,0,15.4,75,6.67,1,0,17.2,95,1.17,102.28,76.4,1,0
2,15,2022,1,0,0,1,12.7,79,6.65,0,1,21.7,104,1.42,146.62,75.6,1,0
2,15,2022,2,1,0,0,24.4,62,6.34,0,0,13.3,94,1.72,165.51,78.5,1,0
2,15,2022,2,0,1,0,23.5,82,6.5,0,0,18.2,101,1.4,128.63,81.6,1,0
2,15,2022,2,0,0,1,18.4,75,6.48,1,0,23.4,114,1.74,188.76,82.9,1,0
2,15,2022,3,1,0,0,23.8,64,6.59,1,0,12.3,114,1.29,136.05,82.3,1,0
2,15,2022,3,0,1,0,26,63,6.51,1,0,17.5,95,1.66,144,83.8,1,0
2,15,2022,3,0,0,1,24.3,85,6.44,0,1,22.8,104,1.46,151.92,85.7,1,0
2,15,2022,4,1,0,0,24.2,91,6.44,1,0,15,111,1.7,194.89,85.9,1,0
2,15,2022,4,0,1,0,28.5,72,6.41,0,0,17.9,117,1.41,160,79.7,1,0
2,15,2022,4,0,0,1,23.3,75,6.34,1,0,22,97,1.65,152.95,75.4,1,0
2,15,2022,5,1,0,0,24.4,82,6.37,1,0,13.7,101,1.52,149.66,86.2,1,0
2,15,2022,5,0,1,0,19.6,88,6.27,0,0,17.8,98,2.22,224.76,81,1,0
2,15,2022,5,0,0,1,22.5,68,6.5,1,0,22.1,113,1.47,170.67,87.9,1,0
2,15,2022,6,1,0,0,20.7,81,6.39,0,0,13.6,108,1.93,207.66,82.3,1,0
2,15,2022,6,0,1,0,18.6,67,6.25,1,0,16.1,113,1.46,171.56,84.7,1,0
2,15,2022,6,0,0,1,19.9,81,6.37,1,0,22.7,105,1.4,148.81,76.2,1,0
2,15,2022,7,1,0,0,14.8,74,6.47,1,0,13.3,103,1.56,165.94,82.1,1,0
2,15,2022,7,0,1,0,12.8,80,6.54,1,0,18.6,96,2.01,192.53,76.8,1,0
