"id_parcela","Dia","Año","Mes","ciclo_Cuajado","ciclo_Envero","Ciclo_Meseta","Temperatura","Lluvia","pH","Poda","Plaga","GradoBrix","ConteoRacimos","PesoRacimos","Rendimiento","Calidad","vino_Merlot","vino_Cabernet"
1,15,2024,2,1,0,0,19.8,59,6.8,0,0,14,87,1.35,123.04,87,1,0
1,15,2024,2,0,1,0,18.4,59,6.82,1,0,17.8,115,1.85,224.15,92.8,1,0
1,15,2024,2,0,0,1,22.4,75,6.52,1,0,21.9,116,1.55,168.39,89.9,1,0
1,15,2024,3,1,0,0,24.3,53,6.66,1,0,13.8,113,1.17,124.67,79.3,1,0
1,15,2024,3,0,1,0,22,57,6.5,0,0,17.9,101,1.55,163.77,78.6,1,0
1,15,2024,3,0,0,1,22.3,45,6.52,1,1,23.3,108,2.03,189.28,99.6,1,0
1,15,2024,4,1,0,0,25.9,47,6.24,1,0,13.7,104,1.93,192.89,94.7,1,0
1,15,2024,4,0,1,0,26.3,48,6.77,0,0,17.4,94,1.48,119.78,94.1,1,0
1,15,2024,4,0,0,1,24.6,48,6.59,1,0,22.7,117,1.57,161.6,70.5,1,0
1,15,2024,5,1,0,0,24.3,46,6.77,0,0,13.4,108,1.81,173.14,98.6,1,0
1,15,2024,5,0,1,0,20.8,48,6.59,0,0,18.6,110,2.11,218.75,92,1,0
1,15,2024,5,0,0,1,23.7,46,6.72,0,0,22.2,95,1.31,141.05,89.9,1,0
1,15,2024,6,1,0,0,19.9,46,6.62,1,0,14.1,113,1.29,164.82,83.3,1,0
1,15,2024,6,0,1,0,16.8,35,6.26,1,0,17.9,115,1.95,235.72,75.6,1,0
1,15,2024,6,0,0,1,17.5,42,6.23,1,1,20.9,83,1.53,115.2,76.5,1,0
1,15,2024,7,1,0,0,20.4,39,6.5,0,0,15.1,100,1.55,149.39,88.8,1,0
1,15,2024,7,0,1,0,15.2,46,6.91,1,0,17.1,112,2.06,224.2,91.7,1,0
1,15,2024,7,0,0,1,13.2,53,6.74,0,0,21.7,109,1.76,184.08,96.8,1,0
1,15,2024,8,1,0,0,6.4,38,6.46,0,0,13.1,86,2.13,195.13,92.1,1,0
1,15,2024,8,0,1,0,14.5,49,6.58,0,0,17.8,111,1.7,209.15,87.6,1,0
1,15,2024,8,0,0,1,11.7,54,6.5,1,1,21.7,88,2.02,160.79,91.9,1,0
1,15,2024,9,1,0,0,3.5,49,6.7,0,0,14.1,91,1.67,136.64,89.9,1,0
1,15,2024,9,0,1,0,4.5,42,6.47,0,1,18,107,1.72,163.33,90.4,1,0
1,15,2024,9,0,0,1,5.4,43,6.56,1,0,21.5,90,2.3,207.09,93.8,1,0
1,15,2024,10,1,0,0,6.1,51,6.36,1,0,13.7,95,2.15,204.93,76.4,1,0
1,15,2024,10,0,1,0,4.9,44,6.39,0,0,15.9,103,1.78,162.87,79.3,1,0
1,15,2024,10,0,0,1,6.6,53,6.94,1,0,22.8,99,2.11,197.92,82.7,1,0
1,15,2024,11,1,0,0,6.5,51,6.47,0,0,15.7,111,2.3,279.56,87.6,1,0
1,15,2024,11,0,1,0,7.8,53,6.38,1,0,18.9,112,1.99,208.97,87,1,0
1,15,2024,11,0,0,1,10.2,57,6.53,1,0,22.4,119,1.86,241.48,85.2,1,0
1,15,2024,12,1,0,0,7.7,52,6.89,1,0,13.6,116,2.33,244.71,76.8,1,0
1,15,2024,12,0,1,0,10.2,42,6.75,1,0,17.4,92,1.61,134.53,94.9,1,0
1,15,2024,12,0,0,1,8.4,34,6.68,0,0,21.2,87,1.75,152.88,77.5,1,0
2,15,2020,1,1,0,0,12.6,51,6.47,0,0,12.3,97,1.41,151.2,88.7,1,0
2,15,2020,1,0,1,0,13.4,51,6.5,0,0,18,97,1.82,198.59,72.1,1,0
2,15,2020,1,0,0,1,15.5,52,6.73,1,0,22.8,101,1.92,177.01,90.3,1,0
2,15,2020,2,1,0,0,21.3,62,6.61,1,0,14.9,86,1.21,118.46,75.8,1,0
2,15,2020,2,0,1,0,20.7,46,6.56,1,0,18,96,1.37,120.62,99.1,1,0
2,15,2020,2,0,0,1,23.4,42,6.86,0,0,23.3,93,2.36,195.02,75.3,1,0
2,15,2020,3,1,0,0,25,54,6.4,1,0,15.6,105,1.7,182.95,85.8,1,0
2,15,2020,3,0,1,0,20.6,47,6.16,1,0,17.7,106,1.33,146.3,71.9,1,0
2,15,2020,3,0,0,1,23.9,56,6.2,1,0,22.7,107,1.52,184.89,84.3,1,0
2,15,2020,4,1,0,0,24.1,49,6.9,0,0,12.5,114,1.9,225.27,88.5,1,0
2,15,2020,4,0,1,0,22.7,56,6.49,1,0,19,88,1.58,123.97,77.7,1,0
2,15,2020,4,0,0,1,25.8,42,6.46,1,0,24.4,92,1.72,171.99,82.1,1,0
2,15,2020,5,1,0,0,22.6,41,6.49,0,0,14.8,110,1.66,199.95,84.6,1,0
2,15,2020,5,0,1,0,24.3,48,6.55,1,0,19.9,123,1.9,244.04,90.8,1,0
2,15,2020,5,0,0,1,26.7,42,6.38,1,0,23.6,94,1.76,168.43,88.5,1,0
2,15,2020,6,1,0,0,19.6,55,6.67,1,0,13.3,103,2.13,248.6,78.8,1,0
2,15,2020,6,0,1,0,20.9,42,6.53,0,0,18.4,100,2.28,207.34,77.6,1,0
2,15,2020,6,0,0,1,19.5,44,6.5,1,0,20.8,119,1.8,194.66,76.7,1,0
2,15,2020,7,1,0,0,17.2,39,6.8,1,0,14,111,2.26,238.69,74.1,1,0
2,15,2020,7,0,1,0,14.6,52,6.37,1,1,18.3,93,2.22,230.3,83.5,1,0
2,15,2020,7,0,0,1,16,52,6.24,1,0,20.7,112,1.38,137.97,97.9,1,0
2,15,2020,8,1,0,0,13.9,43,6.5,0,0,14.6,106,1.29,151.53,78.3,1,0
2,15,2020,8,0,1,0,12.5,47,6.28,0,0,16.8,98,2.28,251.12,72,1,0
2,15,2020,8,0,0,1,7.6,40,6.17,1,0,21.9,90,1.89,144.81,92.3,1,0
2,15,2020,9,1,0,0,5.3,38,6.63,1,0,14.9,117,1.41,182.8,71.4,1,0
2,15,2020,9,0,1,0,6.9,62,6.68,1,0,19.3,119,2.13,241.37,98.1,1,0
2,15,2020,9,0,0,1,5.4,49,6.76,1,0,22.6,82,1.9,143.93,97.7,1,0
2,15,2020,10,1,0,0,9.6,42,6.63,1,0,15.2,106,1.66,166.41,71.3,1,0
2,15,2020,10,0,1,0,5.8,46,6.29,1,0,19.4,96,1.39,117.94,92.7,1,0
2,15,2020,10,0,0,1,2.6,48,6.79,1,0,22.9,116,2.2,242.51,96.6,1,0
2,15,2020,11,1,0,0,1.2,37,6.22,0,0,13.8,108,2.2,220.31,70.1,1,0
2,15,2020,11,0,1,0,6.6,43,6.42,1,0,17.7,113,2.17,259.29,85.2,1,0
2,15,2020,11,0,0,1,6.1,46,6.65,0,0,21.6,118,1.36,176.39,96.3,1,0
2,15,2020,12,1,0,0,3,56,6.24,0,0,13.2,102,2.47,223.96,78.2,1,0
2,15,2020,12,0,1,0,15.4,39,6.28,1,0,18.5,109,1.31,128.56,95.6,1,0
2,15,2020,12,0,0,1,7.9,50,6.82,0,1,22,107,1.67,204.58,76.9,1,0
2,15,2021,1,1,0,0,12.3,50,6.78,1,0,14.5,102,1.83,203.86,78.8,1,0
2,15,2021,1,0,1,0,16.7,51,6.58,1,0,19.6,110,1.47,174.63,92.3,1,0
2,15,2021,1,0,0,1,15.9,55,6.48,1,0,22.3,118,1.77,219.92,86.6,1,0
2,15,2021,2,1,0,0,22.4,64,6.45,0,0,14.2,99,1.78,158.05,73.9,1,0
2,15,2021,2,0,1,0,18,47,6.7,1,0,18.1,104,1.94,223.67,95.6,1,0
2,15,2021,2,0,0,1,20.4,37,6.35,1,0,22.5,99,1.09,110.78,77,1,0
2,15,2021,3,1,0,0,22.6,48,6.72,1,1,14.6,113,1.52,176.83,91.8,1,0
2,15,2021,3,0,1,0,23.8,51,6.82,1,1,19.4,112,1.1,122.49,83,1,0
2,15,2021,3,0,0,1,25.3,35,6.76,1,0,21.2,98,1.7,144.16,70.4,1,0
2,15,2021,4,1,0,0,27.3,51,6.48,1,0,12.9,107,1.63,168.22,99.6,1,0
2,15,2021,4,0,1,0,26.2,43,6.21,1,0,18.6,115,1.57,155.09,81.6,1,0
2,15,2021,4,0,0,1,24.1,43,6.31,1,0,21.8,108,1.9,201.76,95.1,1,0
2,15,2021,5,1,0,0,20.8,56,6.46,1,0,14.4,103,1.48,137.63,83,1,0
2,15,2021,5,0,1,0,23.4,45,6.56,1,0,16.2,99,1.97,171,93.9,1,0
2,15,2021,5,0,0,1,24.7,57,6.71,0,0,23.4,106,1.63,169.21,80.1,1,0
2,15,2021,6,1,0,0,19.2,57,6.36,0,0,13.9,88,1.65,126.68,94.9,1,0
2,15,2021,6,0,1,0,17.1,60,6.44,1,0,18.3,93,1.72,169.11,100,1,0
2,15,2021,6,0,0,1,24.2,51,6.37,1,0,19.7,92,1.65,163.72,77.5,1,0
2,15,2021,7,1,0,0,13.9,48,6.35,1,0,13.6,105,1.59,174.26,81,1,0
2,15,2021,7,0,1,0,13.1,57,6.36,1,0,16.4,99,1.74,178.03,79.5,1,0
2,15,2021,7,0,0,1,14.9,55,6.2,1,0,23.1,104,1.29,122.03,94.5,1,0
2,15,2021,8,1,0,0,12.6,32,6.47,1,0,14.1,102,1.99,230.26,82.6,1,0
2,15,2021,8,0,1,0,8.4,48,6.67,0,0,17.1,105,1.99,222.94,77.7,1,0
2,15,2021,8,0,0,1,10.9,43,6.35,1,0,22.4,98,2.37,249.48,81,1,0
2,15,2021,9,1,0,0,1.9,42,6.27,0,0,12.9,110,1.59,166.55,75.7,1,0
2,15,2021,9,0,1,0,6.9,60,6.42,1,0,16,106,1.36,160.17,94.8,1,0
2,15,2021,9,0,0,1,7.7,57,6.4,1,0,21.5,98,1.65,182.1,87.4,1,0
2,15,2021,10,1,0,0,3.9,48,6.35,1,0,12.7,103,1.49,131.54,80.2,1,0
2,15,2021,10,0,1,0,6.9,38,6.35,1,0,18,115,2.13,219.72,74.3,1,0
2,15,2021,10,0,0,1,6.6,54,6.73,1,0,21,110,1.8,169.7,95.5,1,0
2,15,2021,11,1,0,0,4.9,58,6.48,1,0,13.2,107,1.65,172.6,81.7,1,0
2,15,2021,11,0,1,0,0.4,46,6.7,0,0,18.5,110,2.16,204.89,81.2,1,0
2,15,2021,11,0,0,1,9.6,52,6.56,1,0,22.6,101,1.76,179.29,87.7,1,0
2,15,2021,12,1,0,0,12.7,44,6.66,1,0,13.5,110,2.2,232.95,71,1,0
2,15,2021,12,0,1,0,10.9,56,6.68,0,0,19,105,1.91,221.73,93.8,1,0
2,15,2021,12,0,0,1,7.9,64,6.39,1,1,20.9,120,1.89,258.26,72.9,1,0
2,15,2022,1,1,0,0,15.7,54,6.29,1,0,13.4,104,1.63,168.85,74.9,1,0
2,15,2022,1,0,1,0,15.7,45,6.43,0,0,19.2,100,1.17,112.61,82.1,1,0
2,15,2022,1,0,0,1,13.2,67,6.33,1,0,23.2,110,1.76,188.41,70.1,1,0
2,15,2022,2,1,0,0,18.8,56,6.5,0,0,13.5,94,1.61,173.98,86.7,1,0
2,15,2022,2,0,1,0,20.5,64,6.59,1,0,17.8,120,1.67,211.64,96.2,1,0
2,15,2022,2,0,0,1,23,50,6.4,1,0,20.4,76,1.97,141.22,89.3,1,0
2,15,2022,3,1,0,0,24.5,55,6.22,1,0,14.2,96,1.84,187.63,93.4,1,0
2,15,2022,3,0,1,0,22.4,49,6.65,0,0,18.9,99,1.47,135.85,78.3,1,0
2,15,2022,3,0,0,1,19.2,49,6.08,1,1,22,105,0.93,89.07,94.2,1,0
2,15,2022,4,1,0,0,25.2,39,6.2,1,0,12.4,110,1.83,206.36,77.9,1,0
2,15,2022,4,0,1,0,23.2,48,6.78,0,0,16.9,92,1.78,161.17,74.4,1,0
2,15,2022,4,0,0,1,31.2,50,6.45,1,1,22.5,82,1.63,123.92,74.5,1,0
2,15,2022,5,1,0,0,21.9,58,6.4,1,0,15.7,99,1.56,159.75,89.1,1,0
2,15,2022,5,0,1,0,22.9,52,6.91,1,0,19.6,102,1.91,193.14,82.3,1,0
2,15,2022,5,0,0,1,24.4,38,6.24,1,0,21.6,108,1.74,202.35,96.6,1,0
2,15,2022,6,1,0,0,20.7,41,5.97,1,0,14.2,105,1.96,182.83,88.3,1,0
2,15,2022,6,0,1,0,19.5,48,6.58,0,0,17.8,105,1.61,148.64,99.3,1,0
2,15,2022,6,0,0,1,22.7,45,6.42,1,1,20.3,109,1.74,188.79,74.1,1,0
2,15,2022,7,1,0,0,16.1,56,6.34,1,0,11.6,127,1.91,212.5,78.9,1,0
2,15,2022,7,0,1,0,16.6,43,6.89,1,0,19.6,124,1.98,257.56,77.7,1,0
